id,tahun,source,jenis_bansos,question,answer,length
364,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,"Siapa pihak yang terlibat dalam pengawasan dan pengendalian Program PENA, dan bagaimana proses pelaksanaannya?","Pengawasan program pena dilakukan oleh pihak eksternal Kemensos, yaitu bpk, bpkp, atau pihak lain yang berwenang. Pengendalian dilakukan oleh inspektorat jenderal Kemensos untuk memastikan kepatuhan dan efektivitas program.",333
365,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Bantuan komplementer apa yang bisa diterima oleh penerima Program RST?,"Penerima program RST dapat menerima bantuan komplementer. Lansia dan penyandang disabilitas mendapat tambahan dari program atensi, YAPI, atau bantuan permakanan. Penerima dengan potensi ekonomi mendapat bantuan dari program pena untuk usaha mandiri dan produktif.",333
366,2023,Peraturan Menteri Sosial Republik Indonesia Nomor 4 Tahun 2023,BPNT,Apa komponen pangan dalam Program Sembako yang harus diperhatikan agar kandungan gizi tetap seimbang?,"Komponen pangan dalam program sembako meliputi karbohidrat sebagai sumber energi utama, protein hewani dari daging, telur, atau ikan, protein nabati dari tahu dan tempe, vitamin dari sayur dan buah, serta mineral untuk kesehatan tubuh.",336
367,2011,Undang undang Republik Indonesia Nomor 13 Tahun 2011,DTKS,Apa ketentuan penetapan data fakir miskin?,"Data fakir miskin yang sudah diverifikasi dan divalidasi disampaikan kepada menteri. Penetapan data ini menjadi dasar bagi pemerintah pusat dan daerah untuk memberikan bantuan atau pemberdayaan. Dilarang memalsukan data fakir miskin yang sudah diverifikasi, divalidasi, atau ditetapkan menteri.",336
368,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Bagaimana proses perubahan informasi kependudukan peserta PBI Jaminan Kesehatan?,"Data peserta PBI jaminan kesehatan dapat mengalami perubahan atau perbaikan, baik karena kesalahan input data awal maupun adanya perubahan informasi kependudukan. Data yang dapat diperbaiki mencakup informasi yang sudah terdaftar di BPJS Kesehatan dan DTKS.",337
369,2024,Keputusan Direktur Jenderal Perlindungan Dan Jaminan Sosial Nomor 8/3/BS.00.01/1/2024,PKH,Apa tantangan utama dalam pelaksanaan PKH dan faktor penting untuk mengatasinya?,"Tantangan utama PKH adalah perkembangan teknologi cepat dan perubahan sistem sosial yang menuntut kerja lebih akurat, cepat, dan efektif. Sinergi lintas sektor antara pemerintah daerah dan mitra penyelenggara sosial penting untuk mengatasi tantangan tersebut.",339
370,2021,Peraturan Menteri Sosial Republik Indonesia Nomor 3 Tahun 2021,DTKS,Apa itu penyelenggaraan kesejahteraan sosial?,"Penyelenggaraan kesejahteraan sosial adalah upaya terarah, terpadu, dan berkelanjutan oleh pemerintah, pemerintah daerah, dan masyarakat dalam bentuk pelayanan sosial untuk memenuhi kebutuhan dasar warga, meliputi rehabilitasi sosial, jaminan sosial, pemberdayaan sosial, dan perlindungan sosial.",341
371,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Bagaimana cara penggantian peserta PBI Jaminan Kesehatan yang dilakukan oleh BPJS Kesehatan?,Menteri sosial dapat menambah peserta PBI jaminan kesehatan secara nasional setelah koordinasi dengan menteri keuangan atau lembaga terkait untuk memastikan anggaran tersedia. Penambahan peserta berasal dari DTKS sebagai sumber utama verifikasi PBI.,341
372,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,"Bagaimana cara keberlanjutan usaha bagi KPM PENA setelah menerima bantuan, termasuk evaluasi dan pengeluaran dari program?","KPM pena yang menerima bantuan mendapat pendampingan lanjutan dengan mitra terkait. Selama pendampingan, KPM dievaluasi dari pendapatan dan kepemilikan izin usaha. KPM yang mandiri dikeluarkan dari program bantuan sosial.",343
373,2018,Peraturan Menteri Sosial Republik Indonesia Nomor 1 Tahun 2018,PKH,Siapa tenaga pendukung yang tersedia untuk pelaksanaan PKH?,"Tenaga pendukung pelaksanaan PKH meliputi penasihat nasional, tenaga bantuan teknis, tenaga ahli, koordinator regional, koordinator wilayah, koordinator daerah kabupaten kota, supervisor pekerjaan sosial, pendamping sosial, asisten pendamping sosial, dan administrator pangkalan data.",343
374,2018,Peraturan Menteri Sosial Republik Indonesia Nomor 1 Tahun 2018,PKH,Apa hak yang diterima oleh KPM KPM dalam PKH?,"KPM dalam PKH layak menerima bantuan sosial tunai, pendampingan sosial oleh petugas PKH, akses prioritas ke fasilitas kesehatan, pendidikan, dan kesejahteraan sosial, serta kesempatan memperoleh bantuan komplementer seperti subsidi energi, perumahan, ekonomi, dan pemenuhan kebutuhan dasar lainnya.",343
375,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,"Bagaimana cara pengembalian dana ke kas negara jika KPM meninggal, pindah, menolak, atau tidak memenuhi kriteria dalam program Permakanan?","Dana yang sudah dicairkan ke pokmas harus dikembalikan ke kas negara jika KPM meninggal, pindah, menolak, atau tidak memenuhi kriteria. Pengembalian dana dilakukan melalui aplikasi SIKSMA atau kode billing.",344
376,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,"Apa tugas dan tanggung jawab Pusat Pendidikan, Pelatihan, dan Pengembangan Profesi dalam Program PENA?","Pusat pendidikan, pelatihan, dan pengembangan profesi bertugas menyelenggarakan pelatihan usaha bagi KPM pena. Meningkatkan kapasitas pendamping sosial di wilayah kerja. Membantu fasilitasi dan rujukan KPM pena untuk akses pengembangan usaha.",344
377,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Apa tugas dan tanggung jawab Pusdatin Kesos dalam pelaksanaan Program Pahlawan Ekonomi Nusantara atau PENA?,Pusdatin kesos bertugas mendukung data dan sistem informasi pena memberikan data penerima respon kasus dari pusat kendali. Memadankan calon KPM dengan DTKS. Menyediakan sistem informasi berbasis teknologi untuk mendukung pelaksanaan pena.,345
378,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,"Bagaimana skema pendanaan Bantuan Permakanan bagi Penyandang Disabilitas, termasuk besaran bantuan per orang dan biaya operasional yang diberikan?",Bantuan permakanan didanai APBN dengan rincian Rp30.000 per hari untuk dua kali makan per orang. Biaya pengantaran Rp2.000 per kali antar per hari per orang. Biaya operasional pokmas Rp500.000 per bulan.,349
379,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Bagaimana masa intervensi dalam Program PENA dirancang untuk meningkatkan kesejahteraan KPM?,"Masa intervensi program pena bertujuan meningkatkan kesejahteraan keluarga miskin, kelompok rentan, dan yang berisiko sosial. Intervensi dilakukan melalui tiga cara pemberian bantuan usaha, pelatihan, dan pendampingan usaha untuk meningkatkan skala usaha KPM.",351
380,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Apa alasan penghapusan peserta PBI Jaminan Kesehatan?,"Peserta PBI dihapus jika tidak terdaftar di DTKS, meninggal, atau tercatat lebih dari satu kali. Peserta yang tidak terdaftar di DTKS meliputi yang mampu bayar iuran sendiri, tidak ditemukan, menjadi pekerja penerima upah, atau beralih menjadi pekerja bukan penerima upah untuk layanan kelas i atau ii.",355
381,2025,,KJP,Bagaimana cara mengurus KJP atau KIP?,"Syarat untuk mendapatkan KJP atau KIP adalah siswa berasal dari keluarga yang terdaftar dalam DTKS. Jika warga sudah terdaftar DTKS namun belum muncul di sistem milik Pemprov Jakarta, maka harus meminta surat keterangan DTKS dari dinas sosial provinsi dan membawanya ke dinas sosial provinsi agar usulan bisa diproses.",355
382,2018,Peraturan Menteri Sosial Republik Indonesia Nomor 1 Tahun 2018,PKH,Apa yang dilakukan jika calon penerima tidak tercatat dalam data awal?,"Jika dalam validasi ditemukan calon penerima yang tidak tercatat dalam data awal, mereka tidak bisa langsung menjadi peserta PKH. Pemangku kepentingan daerah dapat mengusulkan data baru kepada Kemensos melalui cara yang ditetapkan oleh direktur jenderal perlindungan dan jaminan sosial.",356
383,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Apa yang terjadi dalam proses BUREKOL dan bagaimana jika terjadi kegagalan pemrosesan data program bantuan RST?,"Dalam burekol, penerima bisa individu atau kelompok. Jika terjadi kegagalan data karena ketidaksesuaian di sistem perbankan atau masalah kyc, data dikembalikan ke daerah pengusul. Jika berhasil, penerima ditentukan jenis programnya, RLH atau rus.",357
384,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 30/4/HK.01/2/2024,PERMAKANAN,"Siapa pihak yang terlibat dalam kelembagaan Bantuan Permakanan ODHIV, dan apa peran mereka dalam memastikan program berjalan dengan baik?","Pihak yang terlibat adalah Kemensos, pos penyalur, dinas sosial provinsi, dinas sosial kabupaten kota, pokmas, dan pendamping sosial. Mereka bertugas memastikan bantuan tersalurkan tepat sasaran, transparan, dan akuntabel.",359
385,2021,Peraturan Menteri Sosial Republik Indonesia Nomor 3 Tahun 2021,DTKS,Untuk apa laporan penggunaan DTKS digunakan dan informasi apa yang harus tercantum dalam laporan?,"Laporan digunakan untuk program perlindungan sosial, jaminan sosial, pemberdayaan sosial, rehabilitasi sosial, dan penanganan fakir miskin. Laporan harus memuat NIK, nama, dan alamat penerima termasuk provinsi, kabupaten kota, kecamatan, dan kelurahan atau desa.",359
386,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Bagaimana prosedur penghapusan peserta PBI Jaminan Kesehatan oleh dinas sosial daerah?,"dinas sosial daerah dapat menghapus peserta PBI jaminan kesehatan yang tidak terdaftar dalam DTKS setelah verifikasi dan validasi. Proses ini memerlukan surat keterangan resmi dari kepala desa atau lurah yang menyatakan peserta mengundurkan diri, serta fotokopi KIS atau KTP.",361
387,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Apa tujuan utama dari Program RST RST?,"Program RST bertujuan memperbaiki rumah tidak layak huni agar menjadi layak dan nyaman. Program ini juga meningkatkan keberfungsian sosial penerima bantuan, menumbuhkan gotong royong, partisipasi, kepedulian, dan kesetiakawanan sosial. Selain itu, program memberdayakan penerima dengan menyediakan tempat usaha dalam rumah.",361
388,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,"Bagaimana skema pendanaan program Bantuan Permakanan bagi Lansia, dan apa aspek utama yang didanai oleh APBN dalam program ini?","Program bantuan permakanan bagi lansia keluarga tunggal didanai APBN melalui dipa direktorat jenderal rehabilitasi sosial. Pendanaan mencakup tiga aspek utama biaya pemberian permakanan, biaya pengantaran, dan biaya operasional pokmas.",362
389,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Bagaimana Program RST memberikan perhatian khusus bagi penyandang disabilitas dan lansia?,"Program RST memberikan perhatian khusus dengan desain rumah ramah disabilitas dan lansia, yaitu akses jalan masuk landai dan bebas hambatan, pintu dengan lebar minimal 90 cm dan engsel buka 180 derajat, kamar mandi menggunakan kloset duduk untuk kenyamanan dan keamanan.",359
390,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Bagaimana cara pemantauan pelaksanaan Program RST?,"Evaluasi dilakukan oleh petugas Kemensos, petugas dinas sosial provinsi, kabupaten kota, dan kelurahan atau desa. Evaluasi di kelurahan atau desa dan kabupaten kota dilakukan mandiri. Hasil evaluasi dikompilasi dan dilaporkan ke menteri sosial c.Q. Direktur jenderal perlindungan dan jaminan sosial untuk analisis.",364
391,2018,Peraturan Menteri Sosial Republik Indonesia Nomor 1 Tahun 2018,PKH,Apa kewajiban yang harus dipenuhi oleh KPM yang termasuk dalam PKH?,"KPM dalam PKH akses wajib memeriksakan kesehatan secara berkala bagi ibu hamil, ibu menyusui, bayi, dan balita. Selain itu, mereka harus memastikan anak usia sekolah mengikuti kegiatan belajar di sekolah formal maupun nonformal seperti pesantren, sekolah kampung, kursus, atau program keterampilan.",365
392,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,"Bagaimana proses penetapan KPM PENA setelah proposal disetujui, termasuk pemadanan dengan DTKS dan penerbitan SK sebagai dasar pencairan bantuan?",Data calon KPM dipadankan dengan DTKS. Data yang sesuai ditetapkan sebagai KPM pena melalui SK direktur jenderal pemberdayaan sosial. SK ini menjadi dasar pembuatan surat perintah membayar atau spm untuk pencairan bantuan.,367
393,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Apa yang dilakukan jika KPM pada DTKS pindah alamat?,"Jika KPM pindah alamat, pemerintah daerah asal melakukan pemadanan dan daerah baru melakukan verifikasi. Jika data meninggal ternyata masih hidup, dapat diaktifkan kembali melalui SIKSNG. Jika data pekerjaan atau gaji atau kapasitas listrik tidak sesuai, dapat diajukan sanggahan melalui SIKSNG dengan bukti dukung.",367
394,2024,Keputusan Direktur Jenderal Perlindungan Dan Jaminan Sosial Nomor 8/3/BS.00.01/1/2024,PKH,Bagaimana prosedur pembayaran dana PKH di komunitas oleh Pos Penyalur?,"Pos penyalur menyalurkan dana PKH langsung di lokasi komunitas yang mudah diakses KPM. Sebelum penyaluran, pos penyalur memberi surat pemberitahuan kepada KPM melalui ketua RT, RW, kepala dusun, atau kepala desa atau lurah. Saat pengambilan, KPM harus membawa surat pemberitahuan dan identitas diri.",369
395,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Apa kewenangan Menteri Sosial dalam melakukan perubahan data peserta PBI Jaminan Kesehatan?,"Menteri sosial berwenang mengubah data peserta PBI jaminan kesehatan secara substantif dan administratif. Perubahan substantif meliputi penghapusan, penggantian, dan penambahan peserta. Perubahan administratif meliputi perbaikan data seperti nama, alamat, tanggal lahir, dan NIK.",370
396,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Apa kriteria utama calon penerima program Rehabilitasi RLH?,"Calon penerima RLH harus memiliki rumah dengan dinding atau atap rusak yang membahayakan keselamatan, bahan dinding atau atap mudah lapuk, lantai dari tanah, papan, bambu, semen rusak, atau keramik rusak, tidak memiliki tempat mandi, cuci, dan kakus layak, serta luas lantai kurang dari 7,2 m persegi per orang.",370
397,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 126/4/HK.01/6/2024,ATENSI,Apa tujuan dan manfaat edukasi serta sosialisasi dalam program Bantuan ATENSI Anak Yatim Piatu?,"Edukasi dan sosialisasi dilakukan setelah registrasi atau pembukaan rekening, bisa bersamaan dengan distribusi kartu atensi, pengecekan penerima, dan aktivasi rekening. Tujuannya agar bantuan digunakan tepat guna dan meningkatkan kesejahteraan anak yatim piatu sesuai program.",371
398,2021,Peraturan Menteri Sosial Republik Indonesia Nomor 3 Tahun 2021,DTKS,Bagaimana cara penggunaan DTKS oleh unit kerja eselon I di lingkungan Kemensos?,Unit kerja eselon i mengajukan permintaan data ke satuan kerja pengelola data. Satuan kerja memberikan data awal sesuai permintaan. Unit kerja eselon i menyaring data sesuai kriteria program. Data yang disaring disesuaikan dengan kuota KPM. Data yang sudah disesuaikan ditetapkan sebagai KPM.,371
399,2018,Peraturan Menteri Sosial Republik Indonesia Nomor 1 Tahun 2018,PKH,Bagaimana struktur Tim Koordinasi Teknis PKH di daerah?,"Struktur tim koordinasi teknis PKH di tingkat daerah dipimpin oleh kepala badan perencanaan dan pembangunan daerah, dengan kepala dinas sosial daerah sebagai sekretaris. Pembentukan tim di tingkat provinsi ditetapkan melalui keputusan gubernur, sedangkan di tingkat kabupaten kota ditetapkan oleh bupati atau wali kota.",374
400,2025,,PKH,Apa syarat agar keluarga bisa mendapatkan bantuan sosial PKH?,"Untuk bisa mendapatkan bantuan sosial PKH, seluruh anggota keluarga yang memiliki komponen PKH harus terdaftar di DTKS, bukan hanya kepala keluarga. Jika hanya kepala keluarga yang terdaftar, maka bantuan PKH tidak akan muncul meskipun ada anak balita, ibu hamil, anak sekolah, lansia, atau penyandang disabilitas.",375
401,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Bagaimana prosedur perbaikan data peserta PBI Jaminan Kesehatan yang diajukan oleh dinas sosial daerah?,"dinas sosial kabupaten kota melakukan verifikasi dan validasi data peserta PBI jaminan kesehatan melalui SIKSNG. Setelah disahkan, hasilnya disampaikan ke dinas sosial provinsi untuk pemeriksaan dan persetujuan. Jika disetujui, data diperbarui oleh Kemensos melalui SIKSNG.",376
402,2023,Peraturan Menteri Sosial Republik Indonesia Nomor 4 Tahun 2023,BPNT,Bagaimana pembagian tanggung jawab edukasi dan sosialisasi Program Sembako antara bank penyalur dengan instansi sosial terkait?,"Bank penyalur bertanggung jawab atas edukasi penggunaan rekening dan perencanaan keuangan. Direktorat program sembako, dinas sosial provinsi, dan dinas sosial kabupaten kota bertanggung jawab atas sosialisasi pengaduan dan pemanfaatan bantuan sosial.",377
403,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,Apa indikator utama yang digunakan dalam evaluasi pelaksanaan Bantuan Permakanan bagi Lansia keluarga tunggal?,"Indikator utama evaluasi adalah ketepatan sasaran, waktu, dan administrasi penyaluran bantuan. Kesesuaian perencanaan, pelaksanaan, dan pelaporan dengan ketentuan yang berlaku, serta akuntabilitas laporan pertanggung jawaban keuangan dalam program bantuan permakanan.",377
